CODE	TYPE	NOM	URL.	DESC.
ME5SNN-PRSNN5AC	master	Parcours type : Ingénierie des matériaux et nanotechnologies	http://formations.univ-amu.fr/ME5SNN-PRSNN5AC.html	'Le parcours " Ingénierie des Matériaux et Nanotechnologies " est un parcours pluridisciplinaire, à la frontière entre la physique et la Chimie et a pour vocation de former des cadres de haut niveau en Sciences des Matériaux et Nanotechnologies, susceptibles d''intervenir dans différents secteurs d''activité, comme : les nouvelles technologies du stockage et de la conversion de l''énergie, domaine en plein essor, les industries chimiques : durabilité, vieillissement des matériaux, santé, composites, plasturgie, polymères, métallurgie… la microélectronique et les nanotechnologies, le contrôle et la qualité des matériaux (automobile, construction, aéronautique…) Nos étudiants sont formés aux nouvelles exigences en matière d''économie, d''environnement dans une logique de « développement durable » et sont à même de proposer des matériaux performants, fiables, propres et recyclables. Nos diplômés sont recrutés dans des domaines nombreux et variés au sein de petites entreprise comme de grands groupes industriels, dans des bureaux d''ingénierie et de conseil, des laboratoires R&D, des établissement et organismes de recherche publics.'
ME5SNN-PRSNN5AD	master	Parcours type : Chemical Nano-Engineering (CNE)	http://formations.univ-amu.fr/ME5SNN-PRSNN5AD.html	Our program is aimed at methodologies applied to nano-engineering, application-oriented and specifically focused on chemical synthesis and characterization. It includes the methodology of bottom-up design of nano-systems using modeling and chemical synthesis at the nano-scale. Chemistry for nano-engineering is an innovative field of science and technology, which is developing very fast. The 2016 Nobel Prize in Chemistry shows the importance of research in this area. It has shown that engineering of nano-machines is not anymore science-fiction ; it is just a beginning of a new engineering specialty, where nano-systems are numerically designed and chemically synthesized. These new technologies will create a large demand for specialists in this field. Teaching shared by three universities : Aix-Marseille University (semester 1), Wroclaw University of Science and Technology (semester2) and University Roma Tor Vergata (semester 3).
ME5SNN-PRSNN5AG	master	Parcours type : Nano-ingénierie et dispositifs quantiques	http://formations.univ-amu.fr/ME5SNN-PRSNN5AG.html	'La première année du master (M1) parcours Nano-ingénierie et Dispositifs Quantiques est enseignée en français. La deuxième année (M2) de ce parcours est intégralement enseigné en anglais. The M1 courses of the Nanoscale and Quantum Engineering program are taught in French. The M2 courses of this program are taught in english : https://physique-sciences.univ-amu.fr/master-nanosciences-nanotechnologies/master-nanosciences-and-nanotechnologies Le parcours Nano-ingénierie et Dispositifs Quantiques du master Nanosciences et Nanotechnologies a pour ambition de former les futurs acteurs internationaux de la recherche et du développement des domaines de pointe des nanosciences et nanotechnologies. Les futurs diplômés contribueront plus particulièrement à l’avancement des nano-objets, nanomatériaux, ainsi que des nano-dispositifs dans divers domaines d’intérêt sociétal. Le parcours Nano-ingénierie et Dispositifs Quantiques a pour principal objectif de doter ses futurs diplômés des concepts et des outils nécessaires pour concevoir des projet ambitieux de nature académique ou industriel, dont le caractère innovant se construit dans le développement et l''intégration de nano-objets, nanomatériaux et nano-dispositifs. Ce parcours offre également aux diplômés la possibilité d’acquérir une éthique responsable dans la fabrication et l’utilisation des nanomatériaux. Les enseignements du parcours Nano-ingénierie et Dispositifs Quantiques couvrent : les méthodes de synthèse et de fabrication d’objets physiques de basse dimensionnalité (surfaces, nanomatériaux, molécules,…), et leur mise en œuvre en salle blanche, la simulation et la modélisation de leurs propriétés structurales, électroniques, mécaniques, optiques, magnétiques, ainsi que des effets de surface, les techniques d’imagerie et de spectroscopie de la matière à l’échelle nanométrique, les nanotechnologies : production d’énergie, traitement des données, technologies quantiques…'
ME5SNN-PRSTS5AD	master	Parcours type : Compétences complémentaires en informatique	http://formations.univ-amu.fr/ME5SNN-PRSTS5AD.html	Le monde de l’entreprise cherche de plus en plus des profils pluridisciplinaires ayant des compétences poussées en Informatique. De nombreux diplômés scientifiques titulaires par exemple d’un master de mathématiques, de physique, de chimie ou de biologie, se tournent vers l’informatique car c’est un secteur en plein essor et en perpétuelle évolution. Le master « Compétence Complémentaire en Informatique » est un moyen pour eux d’acquérir en 12 mois seulement une formation solide en informatique générale pour qu’ils puissent ensuite avoir le choix de poursuivre soit dans leur compétence initiale, mais avec les aptitudes d’un informaticien, soit de se tourner vers les métiers très nombreux de l’informatique. Il s’agit d’un parcours transverse à toutes les mentions du domaine « Sciences et Technologies » d’Aix-Marseille Université (sauf pour la mention Informatique), hors STAPS. Ce schéma est traditionnellement celui qui a été adopté par les autres masters CCI en France. Cette formation se positionne donc en aval des autres masters scientifiques. Tout étudiant titulaire d’un master scientifique peut candidater et avoir sa place en master CCI.
ME5SPH	master	Physique	http://formations.univ-amu.fr/ME5SPH.html	'L’objectif du Master de Physique est de donner une formation de haut niveau en physique fondamentale et expérimentale couvrant un très vaste domaine de la Physique. Il s’agit aussi d’apporter aux étudiants une ouverture à l’international et une grande capacité d''adaptation compatible avec l''évolution actuelle des activités de recherche et de développement industriel dans de nombreux domaines : La Physique des Particules et Astroparticules, la Physique Théorique Physique des systèmes complexes, Complexité du monde vivant L''Astrophysique et la Cosmologie L''étude du Rayonnement Électromagnétique, son Interaction avec la Matière, l''Analyse et le Traitement du Signal l’Optique Photonique et le Traitement de l’Image Les Sciences de la Fusion et des Plasmas et les domaines liés à l''Énergie Le Master offre également une ouverture aux métiers de l’enseignement, avec une sérieuse préparation aux concours de l’agrégation pour l’option physique. Un Master de Physique à distance (MPAD) a pour objectif de permettre à tout diplômé MPAD d’acquérir une solide formation générale dans les grands domaines de la physique fondamentale.'
ME5SPH-PRSPH5AA	master	Parcours type : Préparation à l’agrégation de sciences physiques option Physique	http://formations.univ-amu.fr/ME5SPH-PRSPH5AA.html	'Le parcours de préparation à l''Agrégation de Physique-Chimie option Physique, est naturellement destiné aux candidats qui remplissent les conditions de titre requis par le concours. Il permet la préparation aux épreuves écrites et orales tout en validant son master (le jury délivrant le diplôme avant les résultats d’admissibilité). Le M1 est en tronc commun avec le parcours « Physique », cependant, un certain nombre de choix d’options utiles à la préparation du concours seront préconisés.'
ME5SPH-PRSPH5AB	master	Parcours type : Physique	http://formations.univ-amu.fr/ME5SPH-PRSPH5AB.html	'L’objectif du parcours « Physique » du Master de Physique est de donner une formation de haut niveau en physique fondamentale et expérimentale couvrant un très vaste domaine de la Physique. Il s’agit aussi d’apporter aux étudiants une grande capacité d''adaptation compatible avec l''évolution actuelle des activités de recherche et de développement industriel dans de nombreux domaines : La Physique des Particules et Astroparticules ; La Physique Théorique et Mathématique ; L''Astrophysique et la Cosmologie ; L''étude du Rayonnement Électromagnétique, son Interaction avec la Matière, l''Analyse et le Traitement du Signal ; l’Optique et le Traitement de l’Image ; L''étude de la matière condensée (Solide, Matière molle,…) ; L''étude physique des Systèmes complexes (en particulier biologiques) ; Les Sciences de la Fusion et les domaines liés à l''Énergie.'
ME5SPH-PRSPH5AC	master	Parcours type : Europhotonics	http://formations.univ-amu.fr/ME5SPH-PRSPH5AC.html	'Le M1 de ce parcours est une introduction aux domaines de la photonique et met l’accent sur les fondamentaux comme l’électromagnétisme, l’optique physique, l’optoélectronique. Le M2 s’appuie sur les bases du M1 du parcours Europhotonics, mais peut également être abordé par des étudiants issus d’un M1 d’une mention à dominante Physique ou en parallèle d’une troisième année d’école d’ingénieur. Le M2 traite de l’optique quantique, des sources lasers et de leurs applications, de la biophotonique, la nanophotonique, l’instrumentation optique, l’astronomie et les méthodes numériques permettant la modélisation des phénomènes physiques abordés. Au premier semestre du M2, 7 semaines d’apprentissage sont effectuées dans les laboratoires adossés au parcours (1 semaine par mois d’Octobre à Mars). L’apprentissage en laboratoire, le stage de M2 d’une durée de 4 à 6 mois en laboratoire ou dans l’industrie apportent une mise en situation significative et une première expérience professionnelle. L’objectif du parcours Europhotonics est de donner la capacité aux étudiants de développer une activité dans les secteurs qui relèvent de l''optique et de la photonique, de l’électromagnétisme, de la télédétection, du traitement d’image, des télécommunications, de l’imagerie dans différents environnements et de l''instrumentation. Les domaines d’applications privilégiés se trouvent dans le médical, le spatial, la défense, le contrôle industriel…'
ME5SPH-PRSTS5AD	master	Parcours type : Compétences complémentaires en informatique	http://formations.univ-amu.fr/ME5SPH-PRSTS5AD.html	Le monde de l’entreprise cherche de plus en plus des profils pluridisciplinaires ayant des compétences poussées en Informatique. De nombreux diplômés scientifiques titulaires par exemple d’un master de mathématiques, de physique, de chimie ou de biologie, se tournent vers l’informatique car c’est un secteur en plein essor et en perpétuelle évolution. Le master « Compétence Complémentaire en Informatique » est un moyen pour eux d’acquérir en 12 mois seulement une formation solide en informatique générale pour qu’ils puissent ensuite avoir le choix de poursuivre soit dans leur compétence initiale, mais avec les aptitudes d’un informaticien, soit de se tourner vers les métiers très nombreux de l’informatique. Il s’agit d’un parcours transverse à toutes les mentions du domaine « Sciences et Technologies » d’Aix-Marseille Université (sauf pour la mention Informatique), hors STAPS. Ce schéma est traditionnellement celui qui a été adopté par les autres masters CCI en France. Cette formation se positionne donc en aval des autres masters scientifiques. Tout étudiant titulaire d’un master scientifique peut candidater et avoir sa place en master CCI.
ME5SQH	master	Qualité, hygiène, sécurité	http://formations.univ-amu.fr/ME5SQH.html	'Les entreprises de toutes sortes, publiques ou privées sont confrontées aux enjeux qualité, environnementales, sécuritaires et des risques opérationnels omnipresents dans tous les secteurs. Face à la diversité de l’offre, à l’innovation technologique, dans un contexte instable et fortement concurrentiel, les exigences des « clients », des réglementations et des marchés ne cessent d''augmenter et d''évoluer. Les démarches systèmes de management constituent des réponses à cette problématique. Le Master QHSE est un des rares qui forme ses diplômés par une approche par compétence, complètement transverse du domaine, avec une pédagogie innovante (apprentissage par projet et par problème, dit APP), permettant leur intégration dans tous types de secteurs professionnels et dans des organisations de toutes tailles sur les spécialités des systèmes de management . Notre volonté est de former des diplômés de niveau Master qui auront acquis les connaissances et les compétences nécessaires pour résoudre des problèmes complexes et trouver des solutions innovantes pour la conception, la mise en œuvre et le pilotage de différents systèmes de management.'
ME5SQH-PRSQH5AA1	master	Parcours type : Systèmes de management et excellence opérationnelle	http://formations.univ-amu.fr/ME5SQH-PRSQH5AA1.html	'Le parcours Systèmes de Management et Excellence Opérationnelle (SMEOP) du Master QHSE propose une approche transversale, pluridisciplinaire et managériale pour former des responsables QHSE de demain. Ça lui permet d’accueillir des étudiants issus de l’ensemble des filières de niveau L, sur un parcours en apprentissage sur deux années. La gestion de QHSE est aujourd’hui un « must have » dans des entreprises de toutes sortes et toutes tailles. Le management des risques est une composante transverse de tous systèmes, mais face au nombre croissant des référentiels de systèmes de management : management de l’énergie, de la sécurité de l’information, de la continuité d’activité, de la sûreté de l’organisme, de la gestion d’actifs,….L e directeur QHSe doit être force de proposition dans ces nouveaux domaines , et d’apporter son expertise dans les nouveaux projets de normalisation ou de certification. Le diplômé du Master QHSE doit acquérir une ouverture à la diversité des systèmes de management et une capacité d’abstraction et de généricité lui permettant d’intervenir sur ce périmètre plus large , également plus riche en opportunité dans la continuité du socle de connaissances QHSE indispensable aujourd’hui, pour assurer que le travail QHSE conduise à la différentiation et l''excellence opérationnelle.'
ME5SQH-PRSTS5AD	master	Parcours type : Compétences complémentaires en informatique	http://formations.univ-amu.fr/ME5SQH-PRSTS5AD.html	Le monde de l’entreprise cherche de plus en plus des profils pluridisciplinaires ayant des compétences poussées en Informatique. De nombreux diplômés scientifiques titulaires par exemple d’un master de mathématiques, de physique, de chimie ou de biologie, se tournent vers l’informatique car c’est un secteur en plein essor et en perpétuelle évolution. Le master « Compétence Complémentaire en Informatique » est un moyen pour eux d’acquérir en 12 mois seulement une formation solide en informatique générale pour qu’ils puissent ensuite avoir le choix de poursuivre soit dans leur compétence initiale, mais avec les aptitudes d’un informaticien, soit de se tourner vers les métiers très nombreux de l’informatique. Il s’agit d’un parcours transverse à toutes les mentions du domaine « Sciences et Technologies » d’Aix-Marseille Université (sauf pour la mention Informatique), hors STAPS. Ce schéma est traditionnellement celui qui a été adopté par les autres masters CCI en France. Cette formation se positionne donc en aval des autres masters scientifiques. Tout étudiant titulaire d’un master scientifique peut candidater et avoir sa place en master CCI.
ME5SRT	master	Réseaux et télécommunication	http://formations.univ-amu.fr/ME5SRT.html	'Les réseaux informatiques constituent un secteur économique important de notre pays, générateur d’emplois hautement qualifiés. L''activité des opérateurs et des PME se concentre autour des développements informatiques : réseaux, internet des objets, cloud, ToIP, streaming vidéo… Les réseaux informatiques s''appuient fortement sur les réseaux de télécommunications dont le rapide développement est dû à l''innovation perpétuelle dans ce domaine (GSM, ADSL, TNT, WIFI…). La technologie physique étant arrivée à maturité, le marché de l''emploi est aujourd''hui tourné vers l''architecture des réseaux, la sécurité et le développement de solution Internet of Things (IoT), domaines ciblés par la formation. Le parcours IoT est co-accrédité avec l''École Nationale Supérieure des Mines de Saint-Étienne, Campus de Gardanne.'
ME5SRT-PRSRT5AA	master	Parcours type : Architecture et sécurisation des réseaux	http://formations.univ-amu.fr/ME5SRT-PRSRT5AA.html	'La parcours Architecture et Sécurisation des Réseaux permet d''acquérir des compétences de haut niveau dans le domaine des réseaux étendus informatiques. Le Cloud Computing, le Stockage, la ToIP, la Virtualisation, la Sécurité, la Qualité de Service, le M2M sont au cœur de la formation. Enfin, les programmes ont été conçus afin de donner également aux étudiants les notions de télécommunications de base qu''un cadre dans le domaine des réseaux doit maîtriser.'
ME5SRT-PRSRT5AB	master	Parcours type : Internet of Things (IoT)	http://formations.univ-amu.fr/ME5SRT-PRSRT5AB.html	'La parcours Internet of Things (IoT), co-accrédité avec l''École Nationale Supérieure des Mines de Gardanne, permet d''acquérir des compétences de haut niveau dans le domaine des objets connectés. Le Développement Embarqué, la Sécurité Matérielle et Logicielle Embarquée, les Frameworks IoT et Cloud, le M2M, la Qualité de Service sont au cœur de la formation. Enfin, les programmes ont été conçus afin de donner également aux étudiants les notions de télécommunications de base qu''un cadre de ce domaine doit maîtriser.'
ME5SRT-PRSTS5AD	master	Parcours type : Compétences complémentaires en informatique	http://formations.univ-amu.fr/ME5SRT-PRSTS5AD.html	Le monde de l’entreprise cherche de plus en plus des profils pluridisciplinaires ayant des compétences poussées en Informatique. De nombreux diplômés scientifiques titulaires par exemple d’un master de mathématiques, de physique, de chimie ou de biologie, se tournent vers l’informatique car c’est un secteur en plein essor et en perpétuelle évolution. Le master « Compétence Complémentaire en Informatique » est un moyen pour eux d’acquérir en 12 mois seulement une formation solide en informatique générale pour qu’ils puissent ensuite avoir le choix de poursuivre soit dans leur compétence initiale, mais avec les aptitudes d’un informaticien, soit de se tourner vers les métiers très nombreux de l’informatique. Il s’agit d’un parcours transverse à toutes les mentions du domaine « Sciences et Technologies » d’Aix-Marseille Université (sauf pour la mention Informatique), hors STAPS. Ce schéma est traditionnellement celui qui a été adopté par les autres masters CCI en France. Cette formation se positionne donc en aval des autres masters scientifiques. Tout étudiant titulaire d’un master scientifique peut candidater et avoir sa place en master CCI.
ME5STS	master	Traitement du signal et des images	http://formations.univ-amu.fr/ME5STS.html	Le master Traitement du Signal et des Images vise à former des concepteurs, des acteurs et des utilisateurs dans les métiers du signal et des images dans leur diversité, allant de la recherche à l’application, tout en maîtrisant les outils de développement. Il s’appuie sur une formation pluridisciplinaire de très haut niveau articulée autour de la physique et des mathématiques pour la modélisation, de l’informatique pour le développement d’outils avancés de traitement des signaux et des images. Trois parcours, dont la coloration débute en M1, sont proposés dans le cadre de ce master : Parcours Signaux et Images BIOMedicaux : SIBIOM Parcours Interactions Physique Signaux Images : IPSI Parcours Images MOdèles et VIsion : IMOVI
ME5STS-PRSTS5AA	master	Parcours type : Signaux et images biomédicaux (SIBIOM)	http://formations.univ-amu.fr/ME5STS-PRSTS5AA.html	Le parcours Signaux et Images Biomédicaux vise à aider les professionnels du domaine biomédical à interpréter et comprendre les phénomènes issus de l’observation du vivant, grâce à l’utilisation des techniques de traitement du signal et des images biomédicales. L’objectif de ce parcours à vocation fortement pluridisciplinaire, est d’apporter des compétences en acquisition, en méthodes de traitement et en interprétation de signaux et images biomédicaux tout en mettant l’accent sur les applications.
ME5STS-PRSTS5AB	master	Parcours type : Interactions physique signaux image (IPSI)	http://formations.univ-amu.fr/ME5STS-PRSTS5AB.html	'Le parcours IPSI vise à donner les outils d’interprétation et de compréhension des phénomènes et des signaux aléatoires à l’origine des observations, grâce à l’interaction des concepts de la Physique et du traitement du signal et des images. L’objectif de ce parcours à vocation fortement pluridisciplinaire, est d’apporter une formation en traitement des signaux et des images en s’appuyant sur la nature physique des signaux et des images, allant de l''acquisition aux applications, en passant par les méthodes de traitement et d''interprétation.'
ME5STS-PRSTS5AC	master	Parcours type : Images, modèles et vision (IMOVI)	http://formations.univ-amu.fr/ME5STS-PRSTS5AC.html	'Le parcours vise à développer et intégrer des solutions globales, notamment informatiques, de traitement, éventuellement temps réel, d’images dynamiques, en s’appuyant sur une optimisation des moyens logiciels et matériels tout en incluant des procédés de synthèse d’images qui s’inscrivent dans la communication Homme-Machine. L’objectif de ce parcours à vocation fortement pluridisciplinaire, est d’apporter une formation en traitement des images en s’appuyant sur la mise en œuvre informatique, allant de l''acquisition aux applications, en passant par les méthodes de traitement et d''interprétation.'
ME5STS-PRSTS5AD	master	Parcours type : Compétences complémentaires en informatique	http://formations.univ-amu.fr/ME5STS-PRSTS5AD.html	Le monde de l’entreprise cherche de plus en plus des profils pluridisciplinaires ayant des compétences poussées en Informatique. De nombreux diplômés scientifiques titulaires par exemple d’un master de mathématiques, de physique, de chimie ou de biologie, se tournent vers l’informatique car c’est un secteur en plein essor et en perpétuelle évolution. Le master « Compétence Complémentaire en Informatique » est un moyen pour eux d’acquérir en 12 mois seulement une formation solide en informatique générale pour qu’ils puissent ensuite avoir le choix de poursuivre soit dans leur compétence initiale, mais avec les aptitudes d’un informaticien, soit de se tourner vers les métiers très nombreux de l’informatique. Il s’agit d’un parcours transverse à toutes les mentions du domaine « Sciences et Technologies » d’Aix-Marseille Université (sauf pour la mention Informatique), hors STAPS. Ce schéma est traditionnellement celui qui a été adopté par les autres masters CCI en France. Cette formation se positionne donc en aval des autres masters scientifiques. Tout étudiant titulaire d’un master scientifique peut candidater et avoir sa place en master CCI.
MEPEIP	LP	Industries pharmaceutiques, cosmétologiques et de santé : gestion, production et valorisation	http://formations.univ-amu.fr/MEPEIP.html	
MEPEIP-PRSIPPAA	LP	Parcours type : Management des industries de la cosmétique et de la chimie fine	http://formations.univ-amu.fr/MEPEIP-PRSIPPAA.html	'Cette licence a pour but la formation de professionnels dans le domaine du management des procédés et de la formulation dans les domaines de la cosmétique et de la chimie fine. Ceux-ci seront capables d’intervenir rapidement à tout niveau de la production, depuis la réception des matières premières en passant par la chaîne de fabrication jusqu’au secteur de la recherche et du développement. Ainsi, l’émergence de compétences nouvelles requiert non seulement une bonne expertise en chimie mais aussi des bases solides dans le domaine législatif en perpétuelle mutation par l''introduction de nouvelles normes dans l''élaboration des produits et des procédés de fabrication. De la même façon, la tendance à la globalisation des métiers de la cosmétique a permis de faire émerger deux concepts importants qui se traduisent par la notion d’image de la marque intimement liée à la création de la valeur pour un produit de luxe commercialisé. A ce titre, les notions de management, de marketing, de design d’un objet de luxe, seront également intégrées au corpus des connaissances acquises ainsi que pour le développement de formes simples et complexes de produits à haute valeur ajoutée.'
MEPSAY	LP	Aménagement paysager : conception, gestion, entretien	http://formations.univ-amu.fr/MEPSAY.html	
MEPSAY-PRSAYPAA	LP	Parcours type : Collaborateur du concepteur paysagiste	http://formations.univ-amu.fr/MEPSAY-PRSAYPAA.html	'La LP « Aménagement Paysager » forme des « collaborateurs du concepteur paysagiste » en bureau d''études, entreprise de paysage ou service d''une collectivité territoriale. Cette formation ouvre sur des postes tels que : collaborateur du Concepteur Paysagiste, chargé d''études dans un service aménagement ou espaces verts, chargé de mission animation et valorisation du patrimoine paysager…'
MEPSAY-PRSAYPAB	LP	Parcours type : Collaborateur du gestionnaire de chantiers paysagers	http://formations.univ-amu.fr/MEPSAY-PRSAYPAB.html	'La LP « Aménagement Paysager » forme des collaborateurs du gestionnaire de chantier en bureau d''études, entreprise de paysage ou service d''une collectivité territoriale. Cette formation ouvre sur des postes tels que : Collaborateur du Gestionnaire de chantiers paysagers, chargé d''études dans un service aménagement ou espaces verts, responsable de travaux paysagers, conducteurs d''opérations paysagères…'
MEPSBI	LP	Bio-industries et biotechnologies	http://formations.univ-amu.fr/MEPSBI.html	
MEPSBI-PRSBIPAA	LP	Parcours type : Sécurité, qualité et microbiologie en industries agroalimentaires (SQMIA)	http://formations.univ-amu.fr/MEPSBI-PRSBIPAA.html	La licence professionnelle Sécurité Qualité Microbiologie en Industries Agroalimentaires vise à former des étudiants à devenir des agents de maîtrise qualifiés dans les métiers de la qualité (assistant qualité, auditeur, technicien contrôle qualité, agent de laboratoire d’analyses industrielles…) dans le secteur de l’agroalimentaire (industries agroalimentaires, service de qualité en grande distribution ou en restauration collective, organismes certificateurs et de contrôle sanitaire). Les diplômés sont capables d’assurer des missions (i) de mise en place et de gestion d’une démarche qualité en industrie alimentaire et (ii) de maîtrise de la sécurité et de la qualité des produits alimentaires.
MEPSDS	LP	Métiers du décisionnel et de la statistique	http://formations.univ-amu.fr/MEPSDS.html	
MEPSDS-PRSDSPAA	LP	Parcours type : Informatique décisionnelle, statistiques et big data	http://formations.univ-amu.fr/MEPSDS-PRSDSPAA.html	'Un volume grandissant de données hétérogènes est produit quotidiennement par de nombreuses industries. Le stockage et le traitement appropriés de ces « Big-data » constituent un enjeu majeur pour les entreprises car ils permettent d’élaborer de véritables outils d’aide à la décision tant pour les actions de gestion que pour l''élaboration de stratégie. Les technologies mobilisées dans ce domaine sont à l’interface entre la statistique et l’informatique décisionnelle. La licence professionnelle « Métiers du décisionnel et de la statistique » a pour vocation de fournir aux futurs diplômés des compétences en statistiques et informatique décisionnelle leur permettant d’accéder à des emplois dans les entreprises et les administrations dans les métiers du big data, de la statistique, des bases de données et du décisionnel.'
MEPSIM	LP	'Métiers de l''instrumentation, de la mesure et du contrôle qualité'	http://formations.univ-amu.fr/MEPSIM.html	
MEPSIM-PRSIMPAA	LP	Parcours type : Métrologie industrielle (MI)	http://formations.univ-amu.fr/MEPSIM-PRSIMPAA.html	'La mention Métiers de l’Instrumentation, de la Mesure et du Contrôle qualité (MIMC) propose la formation de cadres techniques intermédiaires, de responsables adjoints de projet, et de techniciens d’études ou d’interventions. Elle cible des métiers de première insertion sur un niveau intermédiaire situé immédiatement sous les professions d’encadrement, dans le domaine des spécialités pluri technologiques de la production. Le socle de formation commun aux trois parcours vise les objectifs suivants en termes de compétences du diplômé : contribuer à développer des applications et des projets industriels multi sectoriels par la mobilisation de savoirs scientifiques & technologiques pluridisciplinaires en Métrologie, Instrumentation, Automatismes et Contrôle de procédés, participer aux étapes d’un projet en Métrologie, Instrumentation, Automatismes et Contrôle de procédés, notamment à l’analyse du besoin industriel, à la proposition ou à la conception de la solution technique et à la gestion de sa mise en œuvre, communiquer avec efficacité en français et en anglais, en exploitant et en rédigeant des documents techniques et en présentant oralement un projet de façon structurée et argumentée, intégrer un projet global ou gérer en autonomie tout ou partie d’un projet opérationnel en Métrologie, Bureau d’études instrumentation/automatismes ou en Contrôle-Commande, en interagissant au sein d’une équipe, effectuer des travaux métrologiques, mener des études ou développer des solutions de contrôle de procédés pour répondre aux besoins industriels en maîtrisant les méthodologies, les technologies et les principes scientifiques associés, élaborer un projet professionnel pour s’insérer dans la vie active et contribuer à l''évolution du secteur de l’instrumentation, de la métrologie et du contrôle-commande pour l’industrie en s’appuyant sur les connaissances transversales, la culture du monde de l’entreprise et en adoptant un comportement responsable.'
MEPSIM-PRSIMPAB	LP	Parcours type : Bureau d’étude et maintenance en instrumentation et automatismes (BEM)	http://formations.univ-amu.fr/MEPSIM-PRSIMPAB.html	'La mention Métiers de l’Instrumentation, de la Mesure et du Contrôle qualité (MIMC) propose la formation de cadres techniques intermédiaires, de responsables adjoints de projet, et de techniciens d’études ou d’interventions. Elle cible des métiers de première insertion sur un niveau intermédiaire situé immédiatement sous les professions d’encadrement, dans le domaine des spécialités pluri technologiques de la production. Le socle de formation commun aux trois parcours vise les objectifs suivants en termes de compétences du diplômé : contribuer à développer des applications et des projets industriels multi sectoriels par la mobilisation de savoirs scientifiques & technologiques pluridisciplinaires en Métrologie, Instrumentation, Automatismes et Contrôle de procédés, participer aux étapes d’un projet en Métrologie, Instrumentation, Automatismes et Contrôle de procédés, notamment à l’analyse du besoin industriel, à la proposition ou à la conception de la solution technique et à la gestion de sa mise en œuvre, communiquer avec efficacité en français et en anglais, en exploitant et en rédigeant des documents techniques et en présentant oralement un projet de façon structurée et argumentée, intégrer un projet global ou gérer en autonomie tout ou partie d’un projet opérationnel en Métrologie, Bureau d’études instrumentation/automatismes ou en Contrôle-Commande, en interagissant au sein d’une équipe, effectuer des travaux métrologiques, mener des études ou développer des solutions de contrôle de procédés pour répondre aux besoins industriels en maîtrisant les méthodologies, les technologies et les principes scientifiques associés, élaborer un projet professionnel pour s’insérer dans la vie active et contribuer à l''évolution du secteur de l’instrumentation, de la métrologie et du contrôle-commande pour l’industrie en s’appuyant sur les connaissances transversales, la culture du monde de l’entreprise et en adoptant un comportement responsable.'
MEPSIM-PRSIMPAC	LP	Parcours type : Contrôle-Commande en production industrielle (CC)	http://formations.univ-amu.fr/MEPSIM-PRSIMPAC.html	'La mention Métiers de l’Instrumentation, de la Mesure et du Contrôle qualité (MIMC) propose la formation de cadres techniques intermédiaires, de responsables adjoints de projet, et de techniciens d’études ou d’interventions. Elle cible des métiers de première insertion sur un niveau intermédiaire situé immédiatement sous les professions d’encadrement, dans le domaine des spécialités pluri technologiques de la production. Le socle de formation commun aux trois parcours vise les objectifs suivants en termes de compétences du diplômé : contribuer à développer des applications et des projets industriels multi sectoriels par la mobilisation de savoirs scientifiques & technologiques pluridisciplinaires en Métrologie, Instrumentation, Automatismes et Contrôle de procédés, participer aux étapes d’un projet en Métrologie, Instrumentation, Automatismes et Contrôle de procédés, notamment à l’analyse du besoin industriel, à la proposition ou à la conception de la solution technique et à la gestion de sa mise en œuvre, communiquer avec efficacité en français et en anglais, en exploitant et en rédigeant des documents techniques et en présentant oralement un projet de façon structurée et argumentée, intégrer un projet global ou gérer en autonomie tout ou partie d’un projet opérationnel en Métrologie, Bureau d’études instrumentation/automatismes ou en Contrôle-Commande, en interagissant au sein d’une équipe, effectuer des travaux métrologiques, mener des études ou développer des solutions de contrôle de procédés pour répondre aux besoins industriels en maîtrisant les méthodologies, les technologies et les principes scientifiques associés, élaborer un projet professionnel pour s’insérer dans la vie active et contribuer à l''évolution du secteur de l’instrumentation, de la métrologie et du contrôle-commande pour l’industrie en s’appuyant sur les connaissances transversales, la culture du monde de l’entreprise et en adoptant un comportement responsable.'
MEPSMI	LP	'Métiers de l''informatique : conception, développement et test de logiciels'	http://formations.univ-amu.fr/MEPSMI.html	
MEPSMI-PRSMIPAA	LP	Parcours type : Agile : de l’analyse au déploiement multi-supports (ADMS)	http://formations.univ-amu.fr/MEPSMI-PRSMIPAA.html	Le parcours ADMS de la licence professionnelle Métiers de l’informatique : conception, développement et test de logiciels prépare aux trois métiers suivants : Webmaster / Développeur de site web ; Développeur ; Analyste programmeur. À la fin de la formation, l’étudiant sera en mesure de développer des applications logicielles et internet pour tout type de terminaux (smartphone, bureau, web) par la mise en œuvre d’une méthodologie respectant les règles du génie logiciel et conduisant à la réalisation de la solution.
MEPSMS	LP	'Maintenance des systèmes industriels, de production et d''énergie'	http://formations.univ-amu.fr/MEPSMS.html	
